ID	nrOfMatches_AmplifierWordu46Amplifier	nrOfMatches_BeWordu46BeAsMainVerb	nrOfMatches_CausativeAdverbialSubordinatorWordu46CausativeAdverbialSubordinator	nrOfMatches_ConcessiveAdverbialSubordinatorWordu46ConcessiveAdverbialSubordinator	nrOfMatches_ConditionalAdverbialSubordinatorWordu46ConditionalAdverbialSubordinator	nrOfMatches_DemonstrativeWordu46Demonstrative	nrOfMatches_DowntonerWordu46Downtoner	nrOfMatches_EmphaticWordu46Emphatic	nrOfMatches_HedgeWordu46Hedge	nrOfMatches_InfinitiveWordu46Infinitive	nrOfMatches_OtherAdverbialSubordinatorWordu46OtherAdverbialSubordinator	nrOfMatches_PassivesWordu46AgentlessPassive	nrOfMatches_PassivesWordu46ByPassive	nrOfMatches_PronounWordu46ItPronoun	nrOfMatches_ThatComplementWordu46ThatAdjectiveComplement	nrOfMatches_ThatComplementWordu46ThatVerbComplement	nrOfMatches_WHClauseWordu46WH_Clause	outcome
1162	3.0	0.0	2.0	0.0	2.0	6.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	8
1163	5.0	0.0	1.0	0.0	0.0	10.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10
1164	0.0	0.0	1.0	0.0	0.0	5.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	9
1165	1.0	0.0	1.0	0.0	1.0	9.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	8
1166	2.0	0.0	1.0	0.0	0.0	10.0	2.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	9
1167	0.0	0.0	1.0	1.0	1.0	9.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	10
1168	0.0	0.0	2.0	0.0	0.0	15.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8
1169	1.0	0.0	5.0	0.0	1.0	7.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	10
116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4
1170	0.0	0.0	2.0	0.0	0.0	9.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12
1171	0.0	0.0	0.0	0.0	6.0	18.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	7.0	4.0	12
1172	0.0	0.0	3.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	7
1173	2.0	0.0	1.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	8
1174	0.0	0.0	0.0	0.0	2.0	5.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	10
1175	1.0	0.0	5.0	0.0	0.0	11.0	2.0	8.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	9
1176	0.0	0.0	6.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	8
1177	0.0	0.0	3.0	0.0	3.0	9.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	2.0	6
1178	1.0	0.0	2.0	0.0	0.0	12.0	3.0	8.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	9
1179	0.0	0.0	5.0	0.0	1.0	3.0	0.0	7.0	1.0	0.0	5.0	0.0	0.0	2.0	0.0	1.0	0.0	8
117	3.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	2.0	2.0	8
1180	0.0	0.0	2.0	0.0	3.0	12.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8
1181	0.0	0.0	0.0	0.0	0.0	10.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	10
1182	0.0	0.0	2.0	0.0	4.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	7
1183	0.0	0.0	1.0	0.0	8.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8
1184	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	10
1185	2.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	8
1186	2.0	0.0	4.0	0.0	4.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	9
1187	1.0	0.0	0.0	0.0	2.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	10
1188	0.0	0.0	4.0	1.0	1.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	8
1189	0.0	0.0	1.0	0.0	0.0	9.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	9
118	1.0	0.0	2.0	0.0	0.0	10.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	12
1190	3.0	0.0	0.0	1.0	2.0	16.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	9
1191	1.0	0.0	1.0	0.0	0.0	20.0	2.0	7.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	9.0	0.0	8
1192	0.0	0.0	0.0	0.0	1.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	8
1193	0.0	0.0	0.0	0.0	2.0	4.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	10
1194	0.0	0.0	0.0	0.0	0.0	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	10
1195	2.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	11
1196	0.0	0.0	1.0	0.0	3.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8
1197	0.0	0.0	6.0	0.0	7.0	13.0	3.0	7.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0	4.0	0.0	8
1198	0.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	7
1199	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	8
119	0.0	0.0	0.0	0.0	1.0	13.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	10
11	3.0	0.0	0.0	0.0	1.0	8.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	8
1200	0.0	0.0	2.0	0.0	3.0	15.0	2.0	10.0	2.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	9
1201	1.0	0.0	0.0	0.0	1.0	5.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	12
1202	0.0	0.0	2.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	8
1203	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8
1204	1.0	0.0	0.0	0.0	3.0	10.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9
1205	2.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	8
1206	1.0	0.0	3.0	0.0	0.0	9.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	11
1207	1.0	0.0	2.0	1.0	0.0	12.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	8
1208	0.0	0.0	2.0	0.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7
1209	2.0	0.0	1.0	0.0	0.0	4.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	8
120	1.0	0.0	5.0	1.0	1.0	9.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8
1210	2.0	0.0	2.0	0.0	6.0	7.0	1.0	6.0	2.0	0.0	1.0	0.0	0.0	10.0	0.0	1.0	0.0	8
1211	2.0	0.0	0.0	0.0	1.0	9.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	9
1212	0.0	0.0	6.0	0.0	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9
1213	0.0	0.0	2.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	8
1214	0.0	0.0	0.0	0.0	0.0	7.0	3.0	9.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10
1215	0.0	0.0	5.0	0.0	3.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8
1216	4.0	0.0	5.0	0.0	0.0	10.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	4.0	0.0	9
1217	0.0	0.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4
1218	0.0	0.0	0.0	0.0	0.0	10.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9
1219	0.0	0.0	0.0	0.0	2.0	4.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	8
121	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8
1220	0.0	0.0	1.0	0.0	1.0	9.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	1.0	10
1221	1.0	0.0	4.0	1.0	2.0	18.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	6.0	0.0	10
1222	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6
1223	2.0	0.0	5.0	0.0	0.0	15.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	10.0	0.0	4.0	1.0	9
1224	1.0	0.0	2.0	0.0	0.0	14.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	9
1225	1.0	0.0	0.0	0.0	4.0	9.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	8
1226	0.0	0.0	1.0	0.0	0.0	9.0	0.0	6.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	8
1227	3.0	0.0	0.0	0.0	0.0	6.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8
1228	0.0	0.0	2.0	1.0	0.0	6.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	3.0	0.0	8
1229	1.0	0.0	4.0	0.0	2.0	15.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	2.0	2.0	8
122	5.0	0.0	1.0	0.0	2.0	11.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	9
1230	0.0	0.0	4.0	0.0	3.0	13.0	1.0	7.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0	10
1231	0.0	0.0	0.0	0.0	2.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	6
1232	5.0	0.0	2.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	10
1233	1.0	0.0	3.0	0.0	1.0	17.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	9
1234	1.0	0.0	2.0	0.0	2.0	3.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	8
1236	1.0	0.0	0.0	0.0	4.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	10
1237	0.0	0.0	2.0	0.0	0.0	15.0	5.0	3.0	1.0	0.0	2.0	0.0	0.0	6.0	0.0	2.0	0.0	11
1238	3.0	0.0	2.0	1.0	0.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	10
1239	1.0	0.0	1.0	0.0	1.0	17.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	5.0	0.0	11
123	2.0	0.0	1.0	0.0	1.0	9.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	10
1240	1.0	0.0	1.0	0.0	2.0	5.0	3.0	3.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	10
1241	1.0	0.0	2.0	0.0	0.0	6.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9
1242	1.0	0.0	0.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8
1243	3.0	0.0	2.0	0.0	1.0	7.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	9
1244	0.0	0.0	1.0	0.0	0.0	9.0	1.0	18.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	8
1245	2.0	0.0	4.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	10
1246	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	7
1247	1.0	0.0	0.0	0.0	2.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	8
1248	0.0	0.0	3.0	0.0	1.0	7.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	8
1249	3.0	0.0	0.0	0.0	1.0	8.0	3.0	7.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	10
124	0.0	0.0	4.0	0.0	1.0	15.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	7
1250	0.0	0.0	4.0	0.0	2.0	19.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	12
1251	1.0	0.0	0.0	0.0	1.0	5.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0	8.0	0.0	1.0	1.0	8
1252	2.0	0.0	1.0	0.0	1.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	11
1253	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	4
1254	0.0	0.0	4.0	0.0	1.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	8
1255	1.0	0.0	2.0	1.0	3.0	8.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	1.0	11
1256	0.0	0.0	0.0	0.0	2.0	8.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	1.0	0.0	8
1257	0.0	0.0	1.0	0.0	3.0	8.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0	1.0	9
1258	3.0	0.0	0.0	0.0	1.0	11.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	12
1259	1.0	1.0	1.0	1.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	10
125	0.0	0.0	2.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5
1260	0.0	0.0	1.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	8
1261	0.0	0.0	0.0	0.0	3.0	7.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	9
1262	0.0	0.0	3.0	0.0	1.0	10.0	5.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	8
1263	1.0	0.0	3.0	0.0	0.0	15.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	9
1264	1.0	0.0	4.0	0.0	0.0	2.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	9
1265	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	10
1266	0.0	0.0	3.0	0.0	1.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	8
1267	0.0	0.0	0.0	0.0	3.0	6.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	8
1268	0.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8
1269	2.0	0.0	2.0	0.0	2.0	17.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	11
126	2.0	0.0	3.0	0.0	2.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8
1270	1.0	0.0	0.0	0.0	0.0	9.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	10
1271	1.0	0.0	2.0	1.0	1.0	5.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8
1272	0.0	0.0	4.0	0.0	7.0	6.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	2.0	0.0	9
1273	1.0	0.0	1.0	0.0	0.0	11.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	2.0	10
1274	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6
1275	0.0	0.0	1.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	7
1276	0.0	0.0	5.0	0.0	1.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	8
1277	0.0	0.0	4.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7
1278	0.0	0.0	1.0	0.0	2.0	6.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8
1279	1.0	0.0	2.0	0.0	2.0	2.0	1.0	5.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	9
127	2.0	0.0	0.0	0.0	2.0	4.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	9
1280	2.0	0.0	1.0	0.0	1.0	5.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6
1281	0.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8
1282	0.0	0.0	1.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	10
1283	0.0	0.0	1.0	0.0	0.0	10.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	1.0	0.0	10
1284	0.0	0.0	1.0	0.0	5.0	11.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	8
1285	1.0	0.0	2.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8
1286	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8
1287	2.0	0.0	0.0	0.0	2.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	10
1288	4.0	0.0	1.0	0.0	3.0	11.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	10
1289	0.0	0.0	4.0	0.0	4.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	7
128	0.0	0.0	1.0	0.0	0.0	10.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	9
1290	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8
1291	1.0	0.0	1.0	0.0	3.0	7.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	8
1292	0.0	0.0	2.0	0.0	1.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	8
1293	0.0	0.0	1.0	0.0	2.0	2.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	7
1294	7.0	0.0	2.0	0.0	1.0	14.0	2.0	9.0	2.0	0.0	2.0	0.0	0.0	14.0	0.0	3.0	0.0	9
1295	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4
1296	0.0	0.0	1.0	0.0	1.0	11.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	9
1297	2.0	0.0	1.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8
1298	0.0	0.0	1.0	0.0	0.0	6.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7
1299	3.0	0.0	2.0	1.0	3.0	14.0	2.0	11.0	2.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	11
129	0.0	0.0	6.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	10
12	0.0	0.0	6.0	0.0	1.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	8
1300	0.0	1.0	0.0	0.0	2.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	7
1301	1.0	0.0	3.0	0.0	1.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	8
1302	2.0	0.0	2.0	0.0	2.0	8.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	10
1303	3.0	0.0	0.0	0.0	3.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	7
1304	3.0	0.0	1.0	0.0	0.0	7.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	11
1305	0.0	0.0	0.0	1.0	1.0	12.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	11
1306	3.0	0.0	3.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8
1307	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9
1308	2.0	0.0	4.0	0.0	4.0	14.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	9
1309	0.0	0.0	2.0	0.0	1.0	5.0	2.0	6.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	1.0	0.0	8
130	3.0	0.0	1.0	0.0	0.0	10.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	2.0	10
1310	1.0	0.0	1.0	0.0	1.0	8.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	7
1311	1.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	10
1312	1.0	0.0	2.0	0.0	1.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	9
1313	0.0	0.0	1.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8
1314	0.0	0.0	3.0	0.0	1.0	12.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	10
1315	1.0	0.0	0.0	0.0	0.0	10.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	9
1316	2.0	0.0	0.0	0.0	1.0	8.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	9
1317	0.0	0.0	2.0	0.0	2.0	5.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	8
1318	0.0	0.0	4.0	0.0	0.0	19.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	8
1319	0.0	0.0	3.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	9
131	1.0	0.0	2.0	0.0	1.0	13.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	10
1320	0.0	0.0	3.0	0.0	1.0	22.0	2.0	7.0	1.0	0.0	1.0	0.0	0.0	7.0	0.0	2.0	1.0	11
1321	1.0	0.0	1.0	0.0	1.0	10.0	1.0	19.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	9
1322	0.0	0.0	1.0	0.0	4.0	9.0	2.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	9
1323	0.0	0.0	0.0	0.0	1.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	8
1324	3.0	0.0	0.0	0.0	2.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	8
1325	1.0	0.0	3.0	0.0	1.0	10.0	2.0	8.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	0.0	10
1326	0.0	0.0	3.0	0.0	0.0	12.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	2.0	8
1327	3.0	0.0	0.0	1.0	2.0	12.0	1.0	6.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	2.0	11
1328	1.0	0.0	1.0	0.0	3.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8
1329	0.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7
